,JobNum,RunNum,ComputeNodeType,NumComputeNodes,ComputeNodeCost,BigMemNodeType,NumBigMemNodes,BigMemNodeCost,GPUNodeType,NumGPUNodes,GPUNodeCost,TotalMem,TotalCPUs,TotalGPUs,AvgQueueTime,AvgTurnaroundTime,AvgCPUsInUse,AvgCPUsInUsePercent,AvgGPUsInUse,AvgGPUsInUsePercent,AvgMemInUse,AvgMemInUsePercent,ElapsedSimulationSeconds,JobsTimedOut,JobsFailed,JobsCompleted,JobsTotal
17,8832977,138,ComputeNode3,68,8298,BigMemNode1,16,11112,GPUNode4,17,14730,38144000000,5144,34,19868.21,22537.34,26.1346588461411,0.5080610195595082,3.876166067357065,11.400488433403131,83.58993443253905,0.21914307474973532,6186284,8970,15,15767,24752
18,8832977,61,ComputeNode4,64,9516,BigMemNode2,18,12450,GPUNode12,4,39360,52224000000,5344,32,14654.47,17242.91,56.71372111137293,1.0612597513355713,3.8541814070605374,12.04431689706418,83.10793606272262,0.15913743884559323,6221565,8948,26,15778,24752
19,8845633,29,ComputeNode2,20,8178,BigMemNode2,48,12450,GPUNode4,16,14730,63488000000,3936,32,18186.58,20902.34,25.870731024313685,0.6572848329347989,3.793728562568821,11.855401758027567,81.73072712792171,0.12873413421106622,6320719,8938,15,15749,24702
20,8832977,253,ComputeNode4,85,9516,BigMemNode2,2,12450,GPUNode4,11,14730,48384000000,5832,22,13531.55,16238.69,55.88524436454922,0.9582517895155903,3.797861359793786,17.263006180880847,81.89408086619444,0.16925859967384765,6313824,8954,26,15772,24752
21,8832977,195,ComputeNode3,65,8298,BigMemNode2,27,12450,GPUNode8,5,23480,45568000000,6008,20,15039.13,17736.03,33.14725069522613,0.5517185535157478,1.998947426681881,9.994737133409405,83.19667036097192,0.1825769626952509,6215243,8944,15,15793,24752
22,8843027,93,ComputeNode3,73,8298,BigMemNode2,15,12450,GPUNode4,14,14730,37632000000,5968,28,13300.87,16036.2,44.932426099940585,0.7528891772778248,3.0534457321727224,10.905163329188294,65.84399351931677,0.17496809502369465,7853105,8942,26,15784,24752
23,8832977,144,ComputeNode1,73,6960,BigMemNode2,3,12450,GPUNode9,9,50225,24064000000,2520,36,24167.09,26692.35,17.50221639939667,0.6945323968014551,3.9401864346710744,10.944962318530763,82.9293525005913,0.3446199821334413,6074942,8605,13,15073,23691
24,8843027,42,ComputeNode3,28,8298,BigMemNode2,33,12450,GPUNode5,10,35350,43520000000,4544,20,17847.14,19776.61,30.88486059581552,0.6796844321262219,1.1259449725283905,5.629724862641953,81.8907688018539,0.18816812684249515,6314336,8965,8,15779,24752
25,8832977,282,ComputeNode1,57,6960,BigMemNode2,12,12450,GPUNode9,9,50225,29184000000,2712,36,21576.46,24321.21,27.475260707594742,1.0130995836133754,3.8420758008863314,10.67243278023981,81.89632591120278,0.2806206342900314,6243488,8822,18,15520,24360
26,8832977,66,ComputeNode1,53,6960,BigMemNode2,38,12450,GPUNode12,4,39360,53504000000,3800,32,13682.87,16498.89,30.737618741476297,0.8088847037230604,3.7327051725000473,11.664703664062648,80.33727629076402,0.15015190694296507,6436461,8966,19,15767,24752
27,8832977,254,ComputeNode4,88,9516,,-1,-1,GPUNode4,11,14730,47872000000,5896,22,14355.29,17079.9,56.86991960725533,0.9645508752926617,3.8647604818407166,17.567093099275986,83.33664632921864,0.1740822324724654,6204539,8955,26,15771,24752
28,8843027,94,ComputeNode1,45,6960,BigMemNode2,33,12450,GPUNode10,5,54695,47872000000,3512,20,16373.27,19063.02,21.227301806544503,0.6044220332159597,3.6964931239083887,18.482465619541944,79.70997038147286,0.16650645550942694,6486969,8978,26,15748,24752
29,8832977,192,ComputeNode2,69,8178,BigMemNode2,16,12450,GPUNode4,16,14730,55808000000,3064,32,23998.4,26514.31,27.398623208942507,0.894210940239638,3.0543525795433615,9.544851811073004,65.44223787701617,0.11726318426930936,7822682,8805,25,15510,24340
30,8843027,45,ComputeNode4,69,9516,BigMemNode2,15,12450,GPUNode4,10,14730,53248000000,5616,20,24692.6,27008.4,30.75024962903351,0.547547180004158,2.715958928790101,13.579794643950505,79.49344165922464,0.14928906561603186,6255281,8623,8,15057,23688
31,8832977,143,ComputeNode1,75,6960,BigMemNode1,2,11112,GPUNode9,9,50225,23552000000,2424,36,19043.57,21765.52,18.480788124327105,0.7624087510035934,3.7580303336267225,10.438973148963118,80.88417565163799,0.3434280555860988,6393102,8971,8,15773,24752
32,8832977,285,ComputeNode3,48,8298,BigMemNode2,14,12450,GPUNode13,5,85200,27904000000,4288,40,19866.0,22528.35,34.2923610027704,0.7997285681616231,3.8801483102240577,9.700370775560144,83.508583369591,0.2992710126490503,6191885,8968,19,15765,24752
33,8832977,406,ComputeNode1,24,6960,BigMemNode1,10,11112,GPUNode6,18,39820,25600000000,1968,36,15161.56,17866.12,18.80759132968594,0.9556702911425783,3.8934010695204497,10.815002970890138,83.80041224561923,0.3273453603344501,6170802,8979,8,15765,24752
34,8832977,370,ComputeNode4,2,9516,BigMemNode2,58,12450,GPUNode9,5,50225,61696000000,4160,20,18395.64,21071.86,16.469835441205348,0.3959095057982055,3.0614029488163856,15.307014744081929,66.01890170512084,0.10700677791934783,7832701,8946,15,15791,24752
35,8845633,83,ComputeNode3,12,8298,BigMemNode2,28,12450,GPUNode7,11,50150,43008000000,3264,22,21560.63,24212.63,25.692649777445038,0.7871522603383896,3.83679803201112,17.439991054596,82.5764504503806,0.1920025354594043,6261823,8952,8,15792,24752
36,8832977,228,ComputeNode4,17,9516,BigMemNode2,20,12450,GPUNode11,9,65025,38400000000,2944,36,20764.3,23459.95,23.857804890154547,0.8103873943666626,3.7221404818185766,10.339279116162713,79.24220212269131,0.2063599013611753,6447239,8796,19,15501,24316
37,8843027,39,ComputeNode4,56,9516,BigMemNode2,11,12450,GPUNode11,5,65025,45056000000,4608,20,17860.03,20519.19,26.009243945839376,0.5644367175746392,1.1238742107644764,5.619371053822382,81.16397236665303,0.18014020855524907,6371196,8966,8,15778,24752
38,8832977,82,ComputeNode4,48,9516,BigMemNode2,28,12450,GPUNode8,8,23480,55296000000,5056,32,13594.17,16389.18,56.07214506718466,1.1090218565503294,3.8177867923379982,11.930583726056245,82.16673860965881,0.14859436235832396,6293028,8978,19,15755,24752
39,8832977,339,ComputeNode4,73,9516,BigMemNode2,12,12450,GPUNode4,10,14730,52224000000,5680,20,1813.93,4786.15,1274.9769620219167,22.44677750038586,14.24179469273743,71.20897346368716,2617.918067411811,5.012863946484013,148927,8903,90,15759,24752
40,8832977,53,ComputeNode2,10,8178,BigMemNode2,46,12450,GPUNode13,4,85200,53248000000,3440,32,17029.95,19790.1,43.67354172539602,1.269579701319652,3.754315709005765,11.732236590643016,80.79994042319875,0.15174267657601928,6399411,8946,8,15798,24752
41,8843027,5,ComputeNode4,40,9516,BigMemNode1,1,11112,GPUNode5,17,35350,25856000000,3672,34,25327.36,27567.72,22.906452716767575,0.6238140718073959,3.6988695113981565,10.87902797470046,78.37283329987595,0.3031127525521192,6475783,8743,8,15267,24018
42,8843027,70,ComputeNode1,25,6960,BigMemNode2,53,12450,GPUNode4,11,14730,63488000000,4256,22,18830.78,21479.36,33.011965768266904,0.775657090419805,1.887694044201011,8.58042747364096,81.09757407214528,0.12773685432230544,6376188,8954,8,15790,24752
43,8832977,176,ComputeNode3,51,8298,BigMemNode1,29,11112,GPUNode4,17,14730,47104000000,4368,34,11462.77,14261.47,30.120147052299703,0.6895638061423925,3.7266341738227546,10.960688746537514,80.20738410844372,0.17027722509435234,6446957,8981,8,15763,24752
44,8832977,261,ComputeNode4,33,9516,BigMemNode2,8,12450,GPUNode11,9,65025,34304000000,3200,36,1683.56,4655.77,787.3426942032065,24.604459193850204,24.204837858401135,67.23566071778093,2672.4047785607427,7.790359079293211,145890,8903,90,15759,24752
45,8832977,345,ComputeNode3,63,8298,BigMemNode2,16,12450,GPUNode10,5,54695,35072000000,5376,20,15860.88,18603.71,33.98184299390038,0.6321027342615397,1.1257043599118366,5.6285217995591825,80.42632697122451,0.22931776622725966,6429418,8949,8,15795,24752
46,8845633,67,ComputeNode4,42,9516,BigMemNode1,19,11112,GPUNode5,11,35350,43776000000,3848,22,23571.29,24626.93,39.425325234414544,1.024566664096012,3.7500380043717234,17.04562729259874,79.36946394931248,0.18130816874386074,6144029,8322,23,14646,22991
47,8845633,1,ComputeNode3,87,8298,BigMemNode2,2,12450,GPUNode4,17,14730,28672000000,6104,34,11914.27,14656.49,56.15050859749232,0.9198969298409619,3.813535722691909,11.216281537329143,82.23360802679277,0.28680806370951717,6287879,8960,15,15777,24752
48,8832977,342,ComputeNode4,48,9516,BigMemNode2,15,12450,GPUNode5,10,35350,42496000000,4672,20,19540.38,22250.91,24.124348720541576,0.5163602037787153,3.7539947936849867,18.76997396842493,79.63366972723307,0.18739097733253263,6376486,8763,8,15307,24078
49,8845633,60,ComputeNode1,109,6960,BigMemNode1,8,11112,GPUNode4,10,14730,38656000000,3048,20,21729.65,24480.28,23.118302217056744,0.7584744821869011,2.041352055558957,10.206760277794784,80.30047474715785,0.20773094667621547,6239713,8511,18,14953,23482
50,8832977,28,ComputeNode1,25,6960,BigMemNode2,51,12450,GPUNode8,8,23480,60672000000,4056,32,16842.73,19596.03,28.978945073704637,0.7144710323891676,3.8174197927620197,11.929436852381311,82.16074134490556,0.13541788855634487,6293633,8946,8,15798,24752
51,8845633,6,ComputeNode3,27,8298,BigMemNode2,11,12450,GPUNode5,18,35350,22784000000,3584,36,3059.33,6021.12,1103.708180648324,30.795429147553683,21.638985231938232,60.10829231093954,2389.1654514523334,10.486154544646828,163189,8915,90,15747,24752
52,8832977,85,ComputeNode3,27,8298,BigMemNode2,43,12450,GPUNode4,16,14730,55040000000,4864,32,16164.95,18914.7,54.830202699817136,1.1272656805061088,3.731045567664313,11.659517398950978,80.30053215919412,0.14589486220783815,6439324,8953,10,15789,24752
53,8832977,54,ComputeNode3,3,8298,BigMemNode2,46,12450,GPUNode15,4,100000,51968000000,3392,32,19472.55,22103.59,30.72275148232409,0.9057414941722904,3.8378585524644806,11.993307976451502,82.5988083512861,0.15894167247399574,6260101,8956,8,15788,24752
54,8843027,2,ComputeNode2,12,8178,BigMemNode2,57,12450,GPUNode8,8,23480,66560000000,4128,32,18271.88,20899.18,29.766223686919137,0.7210810001676148,3.794148515435831,11.856714110736972,81.82317080308515,0.12293144651905823,6320002,8957,15,15780,24752
55,8832977,171,ComputeNode3,21,8298,BigMemNode2,10,12450,GPUNode1,24,29150,21760000000,3520,24,14382.44,17068.62,26.841566377133667,0.7625444993503883,3.8194420463588354,15.914341859828482,82.35902108358019,0.3784881483620413,6278155,8943,26,15783,24752
56,8843027,77,ComputeNode3,2,8298,BigMemNode2,6,12450,GPUNode7,18,50150,25088000000,1664,36,1374.85,4357.44,597.7192163548051,35.920625982860884,23.888582213743558,66.35717281595433,2637.4208798521586,10.512678889716831,147821,8908,90,15754,24752
57,8832977,266,ComputeNode3,55,8298,BigMemNode2,17,12450,GPUNode11,5,65025,36608000000,4928,20,1624.92,4600.62,1281.1738986687537,25.997846969739317,14.311213370488574,71.55606685244287,2630.64616072792,7.185987108631774,148206,8907,90,15755,24752
58,8832977,26,ComputeNode4,34,9516,BigMemNode1,46,11112,GPUNode12,4,39360,65536000000,3376,32,19830.88,22513.74,21.277234335450913,0.6302498322112238,3.8122220708366727,11.913193971364603,82.20534109196713,0.12543539595331898,6290046,8942,15,15795,24752
59,8845633,8,ComputeNode3,49,8298,BigMemNode2,35,12450,GPUNode12,4,39360,49408000000,5472,32,15250.71,18017.26,56.41825879794701,1.0310354312490315,3.8340197943814656,11.98131185744208,82.67504328661933,0.167331289035418,6254299,8966,26,15760,24752
60,8832977,103,ComputeNode3,12,8298,BigMemNode1,1,11112,GPUNode5,25,35350,10496000000,2392,50,3801.25,6759.67,581.0639655584203,24.291971804281783,21.62617658046065,43.2523531609213,2387.7972979650185,22.749593158965496,163290,8917,90,15745,24752
61,8832977,214,ComputeNode4,3,9516,BigMemNode2,31,12450,GPUNode1,20,29150,38400000000,3456,20,17943.3,20569.93,31.119343788671518,0.9004439753666528,3.909600237389111,19.54800118694556,84.30135412292441,0.21953477636178234,6133389,8953,26,15773,24752
62,8832977,330,ComputeNode4,70,9516,BigMemNode1,5,11112,GPUNode10,5,54695,43520000000,4920,20,17104.06,19794.61,29.53324750909458,0.6002692583149305,1.1448457019418337,5.724228509709168,81.32223252544738,0.1868617475308993,6358731,8962,8,15782,24752
63,8845633,12,ComputeNode3,83,8298,BigMemNode1,4,11112,GPUNode4,18,14730,29952000000,5840,36,20853.81,23453.05,44.88039936201535,0.7684999890756053,3.0481919425137547,8.467199840315985,65.7298741268689,0.21945070154536897,7866646,8950,17,15785,24752
64,8843027,79,ComputeNode2,40,8178,BigMemNode2,44,12450,GPUNode8,5,23480,66816000000,3896,20,20702.99,23365.74,25.754035090178146,0.6610378616575499,1.1535310761907462,5.767655380953731,82.36125729208462,0.12326577061195614,6278793,8964,8,15780,24752
65,8832977,268,ComputeNode1,25,6960,BigMemNode2,35,12450,GPUNode5,11,35350,45056000000,3544,22,14411.25,17182.17,23.39737508204637,0.6601968138274935,1.1598260114022447,5.271936415464749,81.27921462394838,0.18039598416181724,6362255,8992,8,15752,24752
66,8832977,337,ComputeNode4,67,9516,BigMemNode2,19,12450,GPUNode8,5,23480,55040000000,5624,20,15500.95,18222.97,34.150479070977596,0.6072275794981792,1.8662022801910798,9.331011400955399,81.98956621740659,0.1489636014124393,6307102,8948,8,15796,24752
67,8845633,15,ComputeNode3,40,8298,BigMemNode2,6,12450,GPUNode11,9,65025,25600000000,3520,36,19148.12,21817.23,21.4801692216112,0.610232080159409,3.863086441730591,10.730795671473864,83.30681227936225,0.3254172354662588,6207244,8966,15,15771,24752
68,8832977,178,ComputeNode4,32,9516,BigMemNode2,34,12450,GPUNode4,18,14730,55808000000,4656,36,15232.64,17918.99,28.320381063130075,0.6082556070259896,3.739860718125765,10.388501994793792,80.64473331928717,0.14450389427911262,6411745,8942,15,15795,24752
69,8845633,69,ComputeNode4,38,9516,BigMemNode1,22,11112,GPUNode5,11,35350,44800000000,3664,22,13022.59,15729.72,29.34789155821446,0.8009795730953728,3.8843159002563135,17.655981364801423,83.75764947427784,0.18695903900508445,6173302,8951,26,15775,24752
70,8832977,21,ComputeNode4,34,9516,BigMemNode1,6,11112,GPUNode5,17,35350,27904000000,3408,34,21498.99,22231.7,33.156614605948306,0.9729053581557602,3.8061032743142227,11.194421395041832,79.5598813534779,0.28511998764864505,6261982,8432,7,14828,23267
71,8832977,104,ComputeNode1,11,6960,BigMemNode2,54,12450,GPUNode4,17,14730,62464000000,4128,34,2386.96,5355.77,1189.6109409162955,28.818094498941267,22.122972541206984,65.0675662976676,2442.6135599952677,3.910434106037506,159620,8917,90,15745,24752
72,8832977,213,ComputeNode3,39,8298,BigMemNode1,15,11112,GPUNode7,10,50150,35584000000,3496,20,15812.0,18519.08,34.62689080182692,0.9904717048577493,3.8433171687434444,19.216585843717223,82.87279596786607,0.23289342392048695,6239151,8945,26,15781,24752
73,8843027,101,ComputeNode3,3,8298,BigMemNode2,66,12450,GPUNode4,10,14730,70912000000,4656,20,10959.79,13793.37,28.180939086223024,0.6052607192058209,1.0257777405511466,5.128888702755733,80.80490833117486,0.11395096504283458,6399241,8947,8,15797,24752
74,8832977,169,ComputeNode4,48,9516,BigMemNode1,4,11112,GPUNode10,9,54695,33280000000,3744,36,13694.21,16499.7,35.158751365270604,0.9390692138159884,3.7094906417397153,10.30414067149921,79.83663280636081,0.23989372838449766,6476737,8964,19,15769,24752
75,8832977,326,ComputeNode3,89,8298,BigMemNode2,11,12450,GPUNode12,3,39360,34816000000,6472,24,12190.99,14936.7,42.096183317521714,0.6504354653510772,3.8629402143453544,16.095584226438977,83.29907204171694,0.23925514717864468,6207458,8948,15,15789,24752
76,8832977,202,ComputeNode3,87,8298,,-1,-1,GPUNode12,7,39360,24064000000,5736,56,23105.68,25362.4,56.81096746987932,0.990428303170839,3.8608780525819113,6.8944250938962695,83.25010933923369,0.3459529144748741,6210766,8940,26,15786,24752
77,8843027,13,ComputeNode1,116,6960,,-1,-1,GPUNode8,8,23480,31744000000,2976,32,3176.1,6144.99,691.5389633102399,23.237196347790317,21.669957842674012,67.71861825835629,2392.626539484942,7.537255983760528,162960,8915,90,15747,24752
78,8832977,115,ComputeNode1,48,6960,BigMemNode2,5,12450,GPUNode5,17,35350,21760000000,2560,34,3305.03,6256.42,595.8995669563833,23.277326834233723,21.629524142028504,63.61624747655442,2388.155389488157,10.974978811986016,163262,8924,90,15738,24752
79,8845633,78,ComputeNode3,45,8298,BigMemNode2,28,12450,GPUNode10,5,54695,42752000000,4992,20,16476.23,19187.0,45.17513746208886,0.9049506703142801,3.070025102746886,15.350125513734431,66.19944474489452,0.15484525810463726,7810698,8956,26,15770,24752
80,8832977,30,ComputeNode3,52,8298,BigMemNode2,9,12450,GPUNode9,9,50225,24832000000,4480,36,20055.29,22734.62,30.332608717992855,0.6770671588837691,3.8504018837215575,10.695560788115438,83.02761981539909,0.33435736072567285,6227671,8953,15,15784,24752
81,8832977,205,ComputeNode3,94,8298,BigMemNode1,9,11112,GPUNode8,5,23480,34560000000,6352,20,10977.24,13800.33,55.236394245466,0.8695905895067066,1.040769313323857,5.203846566619284,80.89535979190109,0.23407222162008415,6392037,8956,10,15786,24752
82,8832977,112,ComputeNode3,13,8298,BigMemNode2,51,12450,GPUNode4,17,14730,59904000000,4504,34,3347.63,6299.03,1162.4532916243252,25.809353721676846,21.617903448951356,63.58206896750399,2386.83661522525,3.984436123172493,163353,8912,90,15750,24752
83,8843027,14,ComputeNode4,13,9516,BigMemNode2,50,12450,GPUNode4,17,14730,62208000000,4440,34,4024.78,6976.21,834.6683767749465,18.798837314751047,21.465886986967515,63.13496172637505,2370.0612908845906,3.8098979084435936,164511,8916,90,15746,24752
84,8832977,37,ComputeNode3,18,8298,BigMemNode2,53,12450,GPUNode8,8,23480,60928000000,4736,32,16503.94,19264.22,35.77563213602161,0.7553976380072132,3.7516091792666537,11.723778685208293,80.74449397474234,0.1325244452053938,6404040,8959,8,15785,24752
85,8832977,279,ComputeNode3,55,8298,BigMemNode1,8,11112,GPUNode14,5,89670,24832000000,4032,40,10952.24,13673.23,28.55888392970885,0.7083056530185726,3.916302077651091,9.790755194127728,84.44891924375152,0.34008102143907665,6122875,8952,26,15774,24752
86,8843027,68,ComputeNode3,40,8298,BigMemNode1,49,11112,GPUNode8,5,23480,61696000000,3856,20,19076.65,21809.17,26.91065484743454,0.6978904265413522,1.045200462136066,5.22600231068033,81.34177447697029,0.13184286578865775,6357434,8953,8,15791,24752
87,8832977,321,ComputeNode4,21,9516,BigMemNode2,5,12450,GPUNode1,25,29150,22272000000,3264,25,13245.24,15984.18,13.782334290741414,0.42225288880947964,3.0704435691999117,12.281774276799647,66.21159935269685,0.29728627582927825,7809626,8951,15,15786,24752
88,8845633,71,ComputeNode2,64,8178,BigMemNode2,21,12450,GPUNode8,9,23480,56576000000,3096,36,14424.06,17212.09,26.82265378990952,0.8663647864957855,3.7408064238879146,10.391128955244207,80.5100486143467,0.14230424316732662,6422527,8951,19,15782,24752
89,8832977,39,ComputeNode2,20,8178,BigMemNode2,54,12450,GPUNode12,4,39360,66560000000,4032,32,22708.05,25179.0,23.220512714808063,0.5759055732839301,3.8589045525444594,12.059076726701436,82.7801992005942,0.12436928966435426,6209845,8873,15,15612,24500
90,8832977,353,ComputeNode1,14,6960,BigMemNode2,32,12450,GPUNode7,10,50150,46592000000,3024,20,20625.89,23261.25,25.503751812597127,0.8433780361308574,3.8579219886191507,19.289609943095755,83.06142505963608,0.17827400639516672,6215528,8955,26,15744,24725
91,8832977,277,ComputeNode3,74,8298,BigMemNode1,20,11112,GPUNode4,11,14730,42240000000,5480,22,18376.18,21034.55,56.80572266234011,1.036600778509856,3.858094134205939,17.536791519117905,83.19342882278087,0.19695414020544713,6215253,8947,15,15790,24752
92,8832977,160,ComputeNode1,57,6960,BigMemNode2,31,12450,GPUNode8,9,23480,48640000000,3568,36,17784.82,20478.13,21.75649056755561,0.6097671123193837,3.858096938980733,10.716935941613146,83.19376365705415,0.17103981015019357,6215249,8952,15,15785,24752
93,8843027,66,ComputeNode4,49,9516,BigMemNode1,33,11112,GPUNode4,11,14730,61696000000,4192,22,2323.02,5291.81,699.0577753295499,16.675996548891938,15.057179641562367,68.4417256434653,2497.3429081744143,4.047819807077305,156121,8914,90,15748,24752
94,8832977,45,ComputeNode3,49,8298,BigMemNode1,9,11112,GPUNode10,9,54695,26368000000,3928,36,2390.29,5359.05,693.7257101293928,17.661041500239126,22.53072123114616,62.585336753183775,2487.6032630828686,9.434174996521802,156731,8914,90,15748,24752
95,8832977,94,ComputeNode4,41,9516,BigMemNode1,10,11112,GPUNode10,9,54695,35840000000,3440,36,13347.11,16170.15,37.948264914878344,1.1031472358976262,3.8835638913494677,10.787677475970742,83.58281995436856,0.23321099317625155,6186439,8951,10,15791,24752
96,8832977,270,ComputeNode1,25,6960,BigMemNode2,34,12450,GPUNode6,10,39820,46336000000,3416,20,14590.56,17238.78,14.45818655291887,0.4232490208699903,3.0505139196238487,15.252569598119242,65.78273676508323,0.14196895883348418,7860664,8951,15,15786,24752
97,8843027,61,ComputeNode1,7,6960,BigMemNode2,27,12450,GPUNode1,21,29150,34816000000,3240,21,25896.32,28146.99,19.582912731111144,0.6044108867626896,3.7328425614075487,17.775440768607375,80.62068033968015,0.23156215630652616,6209944,8661,25,15132,23818
98,8832977,167,ComputeNode4,44,9516,BigMemNode1,29,11112,GPUNode4,17,14730,56576000000,3920,34,13747.98,16543.11,48.20241229265577,1.2296533748126472,3.752534378598716,11.03686581940799,80.7628561945051,0.14275108914469936,6402456,8949,10,15793,24752
99,8832977,42,ComputeNode3,16,8298,BigMemNode2,57,12450,GPUNode12,4,39360,63488000000,4768,32,21234.4,23858.68,26.729797976993126,0.5606081790476747,3.812221853215455,11.913193291298295,82.05283231934982,0.12924148235784685,6302202,8958,8,15786,24752
100,8832977,93,ComputeNode3,54,8298,BigMemNode2,24,12450,GPUNode4,17,14730,42752000000,5400,34,18065.11,20710.1,55.63056794153886,1.03019570262109,3.7854426969266304,11.133654990960677,81.47063429038087,0.19056566778251513,6346779,8949,8,15795,24752
101,8832977,328,ComputeNode3,67,8298,BigMemNode1,26,11112,GPUNode4,10,14730,46336000000,5152,20,1705.25,4673.97,1275.1636200018804,24.75084666152718,14.289323465810646,71.44661732905323,2618.2998244328905,5.65068159623811,148905,8907,90,15755,24752
102,8845633,76,ComputeNode3,40,8298,BigMemNode2,27,12450,GPUNode11,5,65025,43008000000,4608,20,14614.87,17273.78,55.718789628736715,1.2091751221514044,1.9628703557350948,9.814351778675475,81.64879415037063,0.18984559651778887,6332998,8952,19,15781,24752
