JobNum,RunNum,ComputeNodeType,NumComputeNodes,ComputeNodeCost,BigMemNodeType,NumBigMemNodes,BigMemNodeCost,GPUNodeType,NumGPUNodes,GPUNodeCost,TotalMem,TotalCPUs,TotalGPUs,AvgQueueTime,AvgTurnaroundTime,AvgCPUsInUse,AvgCPUsInUsePercent,AvgGPUsInUse,AvgGPUsInUsePercent,AvgMemInUse,AvgMemInUsePercent,ElapsedSimulationSeconds,JobsTimedOut,JobsFailed,JobsCompleted,JobsTotal
8744683,7789,ComputeNode1,102,6960,BigMemNode1,2,11112,GPUNode4,18,14730,32768000000,2928,36,19773.24,22097.6,15.004390085718462,0.5124450165887453,2.107675178780087,5.854653274389131,45.272173710008715,0.13815970980837622,10814822,8421,17,14838,23276
8769386,1346,ComputeNode3,49,8298,BigMemNode1,10,11112,GPUNode6,12,39820,28928000000,4144,24,20382.68,23086.68,21.734777638969245,0.524487877388254,2.192354799000286,9.13481166250119,47.27574270845398,0.16342554863265343,10937527,8952,18,15782,24752
8769386,1711,ComputeNode3,80,8298,BigMemNode2,9,12450,GPUNode4,15,14730,33536000000,6056,30,10284.28,12981.37,44.697068968856804,0.7380625655359445,3.0356851456046052,10.118950485348684,65.45999427423335,0.19519320811734658,7899028,8941,18,15793,24752
8744683,620,ComputeNode1,50,6960,BigMemNode2,5,12450,GPUNode1,20,29150,23040000000,2800,20,22419.88,24473.0,41.9190172339816,1.4971077583564858,1.995067742877011,9.975338714385055,233.15288026802835,1.0119482650522065,1486945,7855,104,13779,21738
8744683,2154,ComputeNode2,45,8178,BigMemNode1,16,11112,GPUNode8,19,23480,44288000000,1920,76,23059.76,24991.91,83.85188751360637,4.367285808000332,3.7285747331859285,4.906019385770959,424.9287979369991,0.959467119619308,851622,8182,100,14437,22719
8744683,6210,ComputeNode1,80,6960,BigMemNode1,8,11112,GPUNode5,10,35350,31232000000,2752,20,21595.58,24133.56,14.56574067574524,0.529278367577952,2.11792491459591,10.58962457297955,45.80664971746488,0.14666575857282554,11282831,8941,36,15775,24752
8769386,1775,ComputeNode3,42,8298,BigMemNode2,1,12450,GPUNode4,43,14730,22784000000,3784,86,2301.71,5228.66,46.91389603787987,1.2397964069207155,6.617356014599579,7.694600016976255,142.6885987691756,0.6262666729686429,3623665,8935,15,15802,24752
8769386,663,ComputeNode2,35,8178,BigMemNode2,13,12450,GPUNode10,10,54695,36352000000,2312,40,15338.17,17948.58,17.218962260461137,0.7447648036531633,3.8043714164872187,9.510928541218048,81.88792509057937,0.22526387844019413,6315206,8993,19,15740,24752
8769386,2119,ComputeNode3,22,8298,BigMemNode2,14,12450,GPUNode1,22,29150,25600000000,3712,22,16988.03,19623.86,19.717546663112554,0.5311839079502304,2.1934381264388674,9.970173301994851,47.4414654630968,0.18531822446522186,10894418,8935,36,15781,24752
8769386,863,ComputeNode3,27,8298,BigMemNode1,65,11112,GPUNode8,2,23480,73984000000,3336,8,13702.1,16391.61,192.6229233243968,5.774068444975923,7.570893297587132,94.63616621983914,836.2258846723923,1.1302793640143711,466249,8909,95,15748,24752
8769386,2261,ComputeNode3,24,8298,BigMemNode2,44,12450,GPUNode9,5,50225,52480000000,4672,20,9644.38,12522.66,437.25036717571874,9.35895477687754,17.345832862595234,86.72916431297617,1915.3509218026402,3.64967782355686,203580,8920,90,15742,24752
8769386,765,ComputeNode3,8,8298,BigMemNode1,57,11112,GPUNode4,20,14730,65536000000,2360,40,15380.86,18164.98,15.585457117182534,0.6604007253043447,3.939289193500428,9.84822298375107,84.94946224805783,0.12962259254159214,6087169,8973,15,15764,24752
8769386,3923,ComputeNode4,47,9516,BigMemNode2,16,12450,GPUNode8,15,23480,44288000000,4392,60,13336.7,16093.51,26.15404328304027,0.5954927887759625,5.024026662740919,8.373377771234864,108.13537646818304,0.244164054525341,4782103,8977,8,15767,24752
8769386,2840,ComputeNode4,17,9516,BigMemNode1,55,11112,GPUNode4,15,14730,68864000000,2768,30,10597.56,13347.15,12.342288774155984,0.4458919354825138,3.0537705958561925,10.179235319520643,65.85239946253681,0.09562674178458529,7852246,8952,18,15782,24752
8744683,1160,ComputeNode1,18,6960,BigMemNode1,46,11112,GPUNode6,9,39820,56320000000,2112,18,19838.34,22316.53,66.24593040959479,3.1366444322724805,3.7867059864861767,21.03725548047876,400.25543161777495,0.7106808089804242,916246,8239,100,14642,22981
8769386,1973,ComputeNode3,8,8298,BigMemNode2,50,12450,GPUNode8,13,23480,56576000000,4024,52,9987.63,12751.41,24.653199280787426,0.6126540576736438,4.948269626450216,9.515903127788878,106.5040956882265,0.18824960352132797,4855309,8964,8,15780,24752
8769386,2409,ComputeNode3,51,8298,BigMemNode2,14,12450,GPUNode6,10,39820,32512000000,4800,20,23498.7,26038.84,20.882351674131232,0.4350489932110673,2.1582014022479767,10.791007011239884,45.822636428211815,0.14094068783283653,11095754,8705,17,15321,24043
8744683,4081,ComputeNode1,68,6960,BigMemNode1,8,11112,GPUNode2,13,33620,32256000000,2656,13,20675.71,22953.07,15.024607757500084,0.5656855330384067,1.0906352075032768,8.389501596179052,45.367369986712504,0.14064784842110772,11116209,8667,17,15266,23950
8769386,3537,ComputeNode4,51,9516,BigMemNode1,34,11112,GPUNode3,3,43950,64000000000,4272,3,19689.66,21399.61,82.7572671332673,1.937201946003448,2.9855144832387346,99.51714944129115,337.0185346774821,0.5265914604335658,1097440,8431,107,14791,23329
8769386,1289,ComputeNode3,26,8298,BigMemNode1,34,11112,GPUNode2,12,33620,47616000000,3248,12,20962.53,22175.13,12.238945149771729,0.37681481372449904,1.173368296647747,9.778069138731226,26.16175819706295,0.054943208579181266,17443044,8066,27,14118,22211
8769386,1191,ComputeNode3,17,8298,BigMemNode1,68,11112,GPUNode9,2,50225,74496000000,2848,8,18905.25,21458.73,152.7694516035728,5.364095913046798,7.619550248446937,95.24437810558672,841.6290919426419,1.1297641375948264,463277,8916,95,15741,24752
8769386,2405,ComputeNode3,58,8298,BigMemNode2,3,12450,GPUNode6,12,39820,24064000000,4672,24,25495.91,26414.23,32.29738007638586,0.6912966625938756,2.200132354106627,9.167218142110945,47.1966574271472,0.1961297266753125,10876881,8834,18,15653,24505
8769386,2356,ComputeNode3,24,8298,BigMemNode2,61,12450,GPUNode2,1,33620,69120000000,5504,1,28262.38,28436.03,40.596685162962814,0.7375851228735977,0.9998281661795685,99.98281661795684,111.70088288960005,0.16160428658796305,2828313,7053,91,12329,19473
8769386,1503,ComputeNode3,53,8298,BigMemNode1,34,11112,GPUNode3,4,43950,52480000000,4464,4,21186.77,22780.1,136.8954276878693,3.0666538460544195,3.870108036014505,96.75270090036263,440.6410143079368,0.8396360790928673,800010,7890,97,13887,21874
8769386,2315,ComputeNode3,95,8298,BigMemNode2,6,12450,GPUNode2,4,33620,32512000000,6720,4,20197.1,22331.35,211.711962605149,3.1504756340051934,3.820797523023487,95.51993807558718,437.6081761759079,1.3459897151079843,832627,8241,104,14460,22805
8769386,3524,ComputeNode4,74,9516,BigMemNode1,10,11112,GPUNode3,4,43950,52224000000,5232,4,22633.67,24864.56,158.616996798783,3.0316704281112954,3.7607353783366118,94.0183844584153,439.5708330224629,0.8417027286735274,787512,7755,98,13613,21466
8769386,3325,ComputeNode4,34,9516,BigMemNode1,48,11112,GPUNode2,4,33620,68608000000,3584,4,28348.43,29314.09,113.48409104793089,3.1664087903998572,3.874328930809926,96.85822327024815,439.01381367977996,0.6398872051069554,818469,8152,103,14450,22705
8800348,1750,ComputeNode3,6,8298,BigMemNode2,15,12450,GPUNode6,19,39820,26624000000,2560,38,12853.76,15449.28,18.15178405303897,0.7090540645718348,3.8795978976231935,10.209468151639983,83.65831514756867,0.31422143610114434,6180813,8959,27,15766,24752
8800348,570,ComputeNode1,106,6960,"",-1,-1,GPUNode13,3,85200,27904000000,2736,24,3097.83,6021.14,521.7441337847304,19.06959553306763,20.605008171842165,85.85420071600902,2275.7331774457434,8.155580481098564,171319,8908,95,15749,24752
8800348,1236,ComputeNode3,64,8298,BigMemNode1,14,11112,GPUNode8,13,23480,34048000000,4744,52,17839.56,20509.13,42.96177575148342,0.9056023556383521,4.901841313159526,9.426617909922165,105.50508231679211,0.3098715998496009,4901338,8978,8,15766,24752
8800348,566,"",-1,-1,BigMemNode2,60,12450,GPUNode5,7,35350,63232000000,4288,14,8033.2,10803.93,153.45212587725874,3.5786409952718925,7.158727602248892,51.13376858749209,726.0187603683692,1.148182503112932,540176,8916,98,15738,24752
8800348,346,ComputeNode1,101,6960,BigMemNode1,3,11112,GPUNode11,4,65025,33024000000,2752,16,7122.15,9947.78,339.0145857130305,12.318843957595584,14.10323825195102,88.14523907469388,1557.1602643221324,4.715238203494829,250381,8911,90,15751,24752
8800348,844,ComputeNode2,44,8178,BigMemNode1,11,11112,GPUNode6,13,39820,40448000000,2152,26,17933.65,20602.62,12.968163830338394,0.6026098434172117,2.2027019678233057,8.471930645474252,47.49752112424635,0.11742860246302994,10886139,8948,20,15784,24752
8800348,674,"",-1,-1,BigMemNode2,24,12450,GPUNode15,7,100000,31744000000,1984,56,20.53,3007.49,291.68234413843635,14.701731055364736,8.6620643701672,15.467972089584286,867.9821485928697,2.734318764468466,451730,8884,119,15749,24752
8800348,302,ComputeNode1,72,6960,BigMemNode1,29,11112,GPUNode3,4,43950,52224000000,2680,4,27122.35,28297.79,65.58176454788892,2.4470807667122734,3.895642290405615,97.39105726014039,443.1715849616623,0.8485975508610262,867496,8764,107,15419,24290
8810318,975,ComputeNode4,13,9516,BigMemNode1,31,11112,GPUNode4,36,14730,47616000000,2440,72,3007.98,5969.91,16.703611466857573,0.6845742404449825,6.100455338512052,8.472854636822296,131.5459183151008,0.276264109364711,3930701,8949,15,15788,24752
8810318,959,ComputeNode4,30,9516,BigMemNode1,43,11112,GPUNode4,16,14730,63488000000,3336,32,5749.5,8606.85,22.691981459144934,0.6802152715571023,3.8021374340168212,11.881679481302566,81.98692180683184,0.12913766665642615,6306720,8955,15,15782,24752
8810318,882,ComputeNode3,8,8298,BigMemNode2,22,12450,GPUNode10,12,54695,30720000000,2688,48,14763.56,17572.48,21.16975193794265,0.7875651762627475,4.632134468907506,9.650280143557305,99.69662185565198,0.32453327426970047,5186685,8964,20,15768,24752
8810318,652,ComputeNode3,26,8298,BigMemNode1,14,11112,GPUNode14,7,89670,24576000000,2448,56,9.88,2997.04,382.3831167392585,15.620225356995853,8.668690820635293,15.479805036848738,868.7161021950491,3.534814868957719,451381,8887,99,15766,24752
8810318,939,ComputeNode3,52,8298,BigMemNode2,29,12450,GPUNode15,2,100000,45056000000,5312,16,7041.04,9880.74,464.54853627300395,8.745266119597213,14.536511845296678,90.85319903310423,1605.5998845140364,3.5635650845925877,242838,8914,95,15743,24752
8744683,3475,ComputeNode2,16,8178,BigMemNode1,32,11112,GPUNode13,6,85200,42496000000,1536,48,363.45,3347.49,181.0161579853498,11.784906118837878,8.453151563198677,17.610732423330578,847.1473347284478,1.993475467640361,462928,8910,98,15744,24752
8744683,3407,ComputeNode2,37,8178,BigMemNode1,35,11112,GPUNode9,6,50225,56320000000,2112,24,4576.61,7473.59,139.15709209274036,6.5888774665123275,7.34569270883196,30.6070529534665,736.2021684912977,1.3071771457586963,532712,8922,87,15743,24752
8744683,407,ComputeNode1,2,6960,BigMemNode1,4,11112,GPUNode8,40,23480,14848000000,1104,160,3937.26,6899.62,29.539179637242697,2.6756503294603893,8.316146649456792,5.197591655910496,178.9766738090087,1.2053924690800693,2889038,8953,15,15784,24752
8744683,137,ComputeNode1,37,6960,BigMemNode1,65,11112,GPUNode4,1,14730,76288000000,2472,2,26383.68,28567.8,44.87906601886052,1.8154961981739695,1.9796613271344785,98.98306635672392,218.74793725273184,0.2867396409038536,1704830,8457,99,14941,23497
8744683,401,ComputeNode1,4,6960,BigMemNode1,70,11112,GPUNode8,8,23480,74752000000,1968,32,20292.17,22986.13,20.77545331006541,1.055663277950478,3.8209073691462803,11.940335528582127,81.39730891952789,0.10888980752291294,6261552,8761,8,15432,24201
8744683,3825,ComputeNode2,41,8178,BigMemNode1,40,11112,GPUNode3,5,43950,67072000000,2264,5,24667.16,26640.24,88.12827208195863,3.8925915230547092,4.763119203467481,95.26238406934962,549.150905038301,0.8187483674831538,680147,8496,103,14940,23539
8744683,5054,ComputeNode2,12,8178,BigMemNode2,36,12450,GPUNode14,5,89670,45568000000,2912,40,1155.29,4134.39,1062.5401422631344,36.48832906123401,23.087221161641256,57.718052904103146,2548.966944206217,5.593765239216593,152955,8918,101,15733,24752
8744683,5170,ComputeNode2,30,8178,BigMemNode2,48,12450,GPUNode7,3,50150,67584000000,3984,6,24999.02,27177.42,211.20365189951957,5.301296483421676,5.828522044354624,97.14203407257708,663.5396121257306,0.9817998522220209,564089,8495,98,14970,23563
8744683,3868,ComputeNode2,3,8178,BigMemNode1,24,11112,GPUNode3,16,43950,42496000000,1672,16,24552.53,26813.47,13.100216566520682,0.7835057755096101,2.1100961923298214,13.188101202061384,45.405446775671884,0.10684640148642668,11305994,8848,37,15591,24476
8744683,357,ComputeNode1,27,6960,BigMemNode1,16,11112,GPUNode8,27,23480,30208000000,1680,108,2652.55,5632.63,21.319790485855236,1.2690351479675737,7.317281810412724,6.775260935567337,157.48677910346962,0.5213412973499391,3283405,8968,4,15780,24752
8744683,3882,ComputeNode2,76,8178,BigMemNode1,11,11112,GPUNode7,5,50150,55296000000,2408,10,16950.53,19594.13,208.04691170021283,8.639821914460665,9.376447829701595,93.76447829701596,1048.989241272673,1.8970436220932312,371676,8910,99,15743,24752
8744683,4329,ComputeNode2,36,8178,BigMemNode2,7,12450,GPUNode8,26,23480,32256000000,1936,104,5680.88,8598.3,20.009281267920514,1.0335372555744067,7.131295999696056,6.857015384323131,153.49025507146936,0.47585024513724383,3369043,8964,6,15782,24752
8744683,8429,ComputeNode4,79,9516,BigMemNode1,11,11112,GPUNode1,4,29150,52736000000,5576,4,29121.03,29894.65,115.27925713311356,2.067418528212223,3.879143221173885,96.97858052934713,443.51864483274784,0.8410168477562725,844511,8511,107,14995,23613
8744683,3056,ComputeNode2,91,8178,BigMemNode1,19,11112,GPUNode12,1,39360,66304000000,2664,8,14608.31,17297.85,134.75149636782808,5.0582393531467,7.6774457349167,95.96807168645874,848.0042206729364,1.278963894596007,459779,8912,97,15743,24752
8744683,4551,ComputeNode2,27,8178,BigMemNode2,11,12450,GPUNode1,22,29150,30720000000,2760,22,21256.72,23815.73,14.203500865845188,0.5146195965885937,2.192244694932228,9.96474861332831,47.41532313699314,0.15434675500323286,10900331,8947,36,15769,24752
8744683,5467,ComputeNode3,16,8298,BigMemNode1,47,11112,GPUNode4,23,14730,58112000000,2704,46,7425.29,10209.33,19.441203065395246,0.7189794033060373,4.441300118464013,9.655000257530464,95.77228060375671,0.164806374937632,5399107,8943,15,15794,24752
8744683,5298,ComputeNode3,87,8298,BigMemNode1,2,11112,GPUNode4,17,14730,28672000000,6024,34,26598.01,28606.13,53.91048158621733,0.8949283131842187,3.7185203234544284,10.936824480748319,78.33001421816827,0.27319340896403554,6127230,8245,13,14498,22756
8744683,1274,ComputeNode1,34,6960,BigMemNode1,37,11112,GPUNode7,7,50150,53760000000,2152,14,14670.16,17339.94,98.5045628812631,4.577349576266872,7.303269183553986,52.16620845395704,740.743954880174,1.377871939881276,529489,8902,96,15754,24752
8744683,8159,ComputeNode4,2,9516,BigMemNode1,57,11112,GPUNode4,23,14730,65280000000,2048,46,7498.74,10331.52,16.138214047852756,0.7879987328053104,4.547375244065436,9.88559835666399,98.05655211024697,0.15020917909045184,5273175,8959,15,15778,24752
8744683,4749,ComputeNode2,3,8178,BigMemNode2,50,12450,GPUNode9,7,50225,54528000000,3720,28,6515.15,9426.09,326.3959429235562,8.774084487192372,7.643803533582709,27.29929833422396,766.094797867947,1.4049567155735532,511944,8919,98,15735,24752
8744683,936,ComputeNode1,13,6960,BigMemNode1,6,11112,GPUNode2,25,33620,22272000000,2056,25,16747.02,19435.09,18.717701457367347,0.9103940397552212,2.9546000316773293,11.818400126709317,63.902214347272064,0.2869172698781971,8087802,8936,37,15779,24752
8744683,1713,ComputeNode1,26,6960,BigMemNode2,54,12450,GPUNode8,6,23480,63488000000,4224,24,6791.33,9663.98,242.4136622991605,5.738959808218762,7.287104559438059,30.362935664325246,730.362223242826,1.150394126831568,536995,8916,87,15749,24752
8744683,3971,ComputeNode2,35,8178,BigMemNode1,17,11112,GPUNode11,8,65025,43520000000,1760,32,16727.07,19438.5,22.69702293720579,1.289603575977602,3.704664817528693,11.577077554777166,79.73763304796029,0.18322066417270286,6485183,9003,19,15730,24752
8744683,3702,ComputeNode2,60,8178,BigMemNode1,1,11112,GPUNode10,9,54695,36352000000,2040,36,14875.25,17611.2,20.591891123140297,1.0094064276049164,3.7797338490137173,10.49926069170477,81.35209174237586,0.22378986504834908,6356391,8969,8,15775,24752
8744683,429,ComputeNode1,79,6960,BigMemNode1,33,11112,GPUNode12,2,39360,54528000000,2736,16,5190.04,8068.05,251.96351853322025,9.20919292884577,14.749819284911439,92.1863705306965,1629.1105550543957,2.9876587350616117,239326,8911,95,15746,24752
8744683,2596,ComputeNode1,19,6960,BigMemNode2,17,12450,GPUNode11,10,65025,32512000000,2184,40,12598.72,15271.69,12.270669063581488,0.561843821592559,3.8500723689650598,9.62518092241265,82.86474324385438,0.2548743333041781,6240243,8970,20,15762,24752
8744683,2079,ComputeNode1,44,6960,BigMemNode2,15,12450,GPUNode9,10,50225,29184000000,2656,40,16407.43,19111.92,17.982443041046828,0.6770498132924258,3.716351830307789,9.290879575769473,79.98703117450059,0.2740783688819236,6464786,8956,10,15786,24752
8744683,5124,ComputeNode2,9,8178,BigMemNode2,7,12450,GPUNode3,19,43950,31232000000,1880,19,25023.03,25923.01,11.885669165731786,0.6322164449857333,2.1097099495964193,11.10373657682326,45.408469636063494,0.14539084796383037,10932754,8525,36,15035,23596
8744683,4136,ComputeNode2,39,8178,BigMemNode2,34,12450,GPUNode4,17,14730,59136000000,3520,34,18451.68,21127.69,18.718838657838283,0.5317851891431331,3.858093559123943,11.347333997423362,83.19819330198334,0.1406895855350097,6215256,8958,15,15779,24752
8744683,3059,ComputeNode2,84,8178,BigMemNode1,14,11112,GPUNode12,4,39360,58368000000,2448,32,1387.46,4356.18,582.7097968748933,23.803504774301196,24.126541543969445,75.39544232490452,2663.783559331968,4.563773916070395,146362,8903,90,15759,24752
8769386,402,ComputeNode1,9,6960,BigMemNode2,28,12450,GPUNode1,20,29150,36096000000,3288,20,22799.2,25348.07,15.261354020653085,0.4641531028179162,2.1642505225582407,10.821252612791204,46.81461303904629,0.1296947391374288,11041352,8999,36,15717,24752
8769386,3273,ComputeNode4,60,9516,BigMemNode1,23,11112,GPUNode13,2,85200,54784000000,4520,16,10049.61,12854.41,465.6752239521354,10.302549202480872,14.586126537088457,91.16329085680286,1611.0620663633927,2.94075289566916,242015,8921,95,15736,24752
8744683,8170,ComputeNode1,54,6960,BigMemNode2,37,12450,GPUNode4,11,14730,54528000000,3928,22,1077.52,4060.24,46.68010000714911,1.1883935847033888,0.8064856496689158,3.6658438621314358,148.45045578132073,0.27224628774449955,3482950,8928,15,15809,24752
8769386,1908,ComputeNode3,47,8298,BigMemNode2,26,12450,GPUNode8,12,23480,41728000000,4960,48,9706.08,12532.85,24.39394438764468,0.4918133949121911,4.322284035316639,9.004758406909664,93.03418435425151,0.22295385437656134,5558512,8971,8,15773,24752
8744683,4148,ComputeNode1,22,6960,BigMemNode1,15,11112,GPUNode6,17,39820,29696000000,1976,34,1724.78,4704.09,19.909363933169754,1.0075589035004935,2.3581988557187956,6.9358789874082225,148.31508198296507,0.4994446456861701,3486205,8943,15,15794,24752
8769386,1212,ComputeNode3,56,8298,BigMemNode1,17,11112,GPUNode13,4,85200,32768000000,4248,32,2611.73,5584.01,1163.0643922320482,27.37910527853221,22.41831779023483,70.05724309448385,2475.194326065467,7.553693622025961,157518,8925,90,15737,24752
